YEAR,NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,plusMinus
2025,Jaxon Smith-Njigba,SEA,WR,6.3,3,11.3,48.64,119,163,73.01,1793,10,4.8,4,0.8
2025,Puka Nacua,LAR,WR,6,2.9,8.9,27.92,129,166,77.71,1715,10,5.6,4.3,1.3
2025,George Pickens,DAL,WR,5.2,2.3,11.7,31.69,93,137,67.88,1429,9,5.3,3.1,2.2
2025,Ja'Marr Chase,CIN,WR,5.7,3.2,8.4,34.1,125,185,67.57,1412,8,5.2,3.9,1.3
2025,Amon-Ra St. Brown,DET,WR,6.1,3,8.3,38.43,117,172,68.02,1401,11,5.2,4.8,0.3
2025,Trey McBride,AZ,TE,5.5,3.1,6.9,25.83,126,169,74.56,1239,11,4.7,4,0.7
2025,Zay Flowers,BAL,WR,6.5,3.6,9.9,34.74,86,118,72.88,1211,5,5.6,5.4,0.2
2025,Chris Olave,NO,WR,6.8,2.9,11.6,39.28,100,156,64.1,1163,9,3,3.6,-0.5
2025,Nico Collins,HOU,WR,4.9,2.3,12.9,34.09,71,120,59.17,1117,6,4.9,3.2,1.7
2025,Jameson Williams,DET,WR,6.1,3.2,12.4,33.8,65,102,63.73,1109,7,6.8,5,1.8
2025,CeeDee Lamb,DAL,WR,6.1,2.8,12.3,28.34,75,117,64.1,1077,3,4.5,4,0.5
2025,Justin Jefferson,MIN,WR,5.8,3.2,10.4,38.38,84,141,59.57,1048,2,5.3,4.5,0.8
2025,Courtland Sutton,DEN,WR,5.3,2.3,12.6,35.58,74,124,59.68,1017,7,3.3,3.2,0.1
2025,Wan'Dale Robinson,NYG,WR,6.7,3.4,8.7,27.62,92,140,65.71,1014,4,4.6,4.2,0.3
2025,Stefon Diggs,NE,WR,5.8,3,8.5,19.76,85,102,83.33,1013,4,4.4,3.6,0.8
2025,Tetairoa McMillan,CAR,WR,5.7,2.7,12.4,44.54,70,122,57.38,1013,7,3.8,3.7,0.1
2025,DeVonta Smith,PHI,WR,6.4,2.8,12,32.37,77,113,68.14,1008,4,3.8,3.9,-0.1
2025,Michael Wilson,AZ,WR,6,2.4,11.4,31.86,78,126,61.9,1006,7,3.8,3.2,0.6
2025,Alec Pierce,IND,WR,6.3,2.1,19.1,37.33,47,84,55.95,1003,6,4.3,3,1.3
2025,A.J. Brown,PHI,WR,5.7,2.2,11.6,33.38,78,121,64.46,1003,7,3.4,2.4,1.1
2025,Emeka Egbuka,TB,WR,6.2,2.6,12.2,35.51,63,127,49.61,938,6,5.4,4.7,0.7
2025,Kyle Pitts,ATL,TE,5.6,3.6,7.2,20.68,88,118,74.58,928,5,4.9,5.8,-0.9
2025,Drake London,ATL,WR,5.8,2.7,10.8,29.55,68,112,60.71,919,7,4,3.3,0.6
2025,Jaylen Waddle,MIA,WR,6.2,2.7,12.3,38.66,64,100,64,910,6,4.1,4,0.1
2025,Juwan Johnson,NO,TE,6,3.6,7.3,16.13,77,102,75.49,889,3,4.9,4.8,0.1
2025,Travis Kelce,KC,TE,5.6,3.2,6.3,16.55,76,108,70.37,851,5,6.1,5.7,0.4
2025,DK Metcalf,PIT,WR,4.5,2.6,9.8,31.6,59,99,59.6,850,6,7.6,4.8,2.8
2025,Parker Washington,JAX,WR,6.4,2.4,12.6,24.55,58,95,61.05,847,5,4.9,3.2,1.7
2025,Tee Higgins,CIN,WR,5.2,1.8,13.5,29.02,59,98,60.2,846,11,3.2,2.8,0.4
2025,Jakobi Meyers,JAX,WR,6.4,2.7,9.4,31.79,75,110,68.18,835,3,3.8,3.5,0.3
2025,Tyler Warren,IND,TE,5.9,3.3,5.5,14.39,76,112,67.86,817,4,6.7,6,0.6
2025,Michael Pittman,IND,WR,6.8,3,8,20.67,80,111,72.07,793,7,3.8,3.4,0.4
2025,Ladd McConkey,LAC,WR,5.8,3.3,10,23.9,66,106,62.26,789,6,4.8,3.8,1
2025,Davante Adams,LAR,WR,5.2,2.2,13.2,28.43,60,114,52.63,789,14,2.1,2.7,-0.6
2025,Keenan Allen,LAC,WR,6.2,2.6,8.5,23.37,81,122,66.39,777,4,3.1,2.7,0.3
2025,Dalton Schultz,HOU,TE,5.4,3.8,6.3,14.59,82,106,77.36,777,3,4.6,4.5,0.1
2025,Hunter Henry,NE,TE,6,3,8,15.76,60,87,68.97,768,7,6.1,5.8,0.3
2025,Quentin Johnston,LAC,WR,5.3,2.4,12.3,23.35,51,84,60.71,735,8,4.7,4,0.8
2025,Harold Fannin,CLE,TE,5.7,2.9,5.9,18.09,72,107,67.29,731,6,5.1,3.9,1.2
2025,Deebo Samuel,WAS,WR,6.3,3.5,5.3,13.99,72,99,72.73,727,5,6.4,5.3,1.1
2025,Romeo Doubs,GB,WR,6,2.3,12.8,27.05,55,85,64.71,724,6,3.2,2.9,0.4
2025,Colston Loveland,CHI,TE,5.4,3.7,8.9,16.35,58,82,70.73,713,6,4.8,4.1,0.7
2025,Troy Franklin,DEN,WR,6.7,3,12.7,30.12,65,104,62.5,709,6,4.3,4,0.3
2025,Brian Thomas,JAX,WR,5.5,2.7,14.2,26.44,48,91,52.75,707,2,3.7,3.5,0.3
2025,Tre Tucker,LV,WR,7.6,3.6,10.3,29.08,57,92,61.96,696,5,5.2,5,0.2
2025,Rashid Shaheed,SEA,WR,6.4,2.8,11.5,22.97,59,92,64.13,687,2,3.2,3.4,-0.3
2025,Khalil Shakir,BUF,WR,6.7,3.8,3.5,9.8,72,95,75.79,686,4,7.4,5.5,1.9
2025,Brock Bowers,LV,TE,6.1,3.1,7,18.5,64,86,74.42,680,7,4.9,4,0.9
2025,D.J. Moore,CHI,WR,6.8,3.3,11.4,21.65,50,85,58.82,667,6,4.7,4.1,0.6
2025,Oronde Gadsden,LAC,TE,6,3.2,9,14.06,49,69,71.01,664,3,4.9,3.6,1.3
2025,Rome Odunze,CHI,WR,6.4,3,14.1,28.29,44,90,48.89,661,6,5,4,1
2025,Luther Burden,CHI,WR,7.4,4.6,7.3,9.73,47,60,78.33,652,2,7.4,6.5,0.9
2025,Jauan Jennings,SF,WR,5.6,2.2,10.2,22.42,55,90,61.11,643,9,3.4,2.6,0.7
2025,George Kittle,SF,TE,5.1,3.6,7,11.76,57,69,82.61,628,7,4.8,3.9,0.9
2025,Christian Watson,GB,WR,6.4,2,17.6,24.12,35,55,63.64,611,6,3.6,2.8,0.7
2025,Jordan Addison,MIN,WR,7.3,2.9,14.4,29.91,42,79,53.16,610,3,3.6,3,0.6
2025,Marvin Harrison,AZ,WR,4.9,2.4,13.6,21.98,41,73,56.16,608,4,3,2.4,0.6
2025,Jerry Jeudy,CLE,WR,5.6,2.5,11.9,36.49,50,106,47.17,602,2,3.5,3.5,0
2025,Jake Ferguson,DAL,TE,5.9,3.3,4.9,9.76,82,102,80.39,600,8,3.9,3.7,0.2
2025,Cooper Kupp,SEA,WR,6.1,3,8.3,15.36,47,70,67.14,593,2,6.2,4.1,2.1
2025,Dallas Goedert,PHI,TE,6,3.4,7.1,13.91,60,82,73.17,591,11,4.1,4,0.1
2025,Marquise Brown,KC,WR,6.4,3.2,11.2,20.05,49,74,66.22,587,5,4.3,4.9,-0.6
2025,Terry McLaurin,WAS,WR,6.7,2.4,14.1,22.39,38,60,63.33,582,3,2.8,2.7,0.1
2025,Cade Otton,TB,TE,5.6,3.5,4.8,9,59,81,72.84,572,1,5.5,4.8,0.7
2025,Rashee Rice,KC,WR,6.3,3.6,4.4,8.36,53,78,67.95,571,5,8.2,7.6,0.6
2025,Dalton Kincaid,BUF,TE,6,3.4,9.1,12.99,39,49,79.59,571,5,7,5.9,1
2025,Chigoziem Okonkwo,TEN,TE,5.8,3.9,4.4,9.04,56,79,70.89,560,2,6.4,5.2,1.2
2025,Josh Downs,IND,WR,7.2,2.7,7.7,15.88,58,88,65.91,559,4,2.7,2.5,0.1
2025,Kendrick Bourne,SF,WR,6.5,2.9,10.6,13.81,37,53,69.81,551,0,4.8,3.1,1.7
2025,Kayshon Boutte,NE,WR,4.9,2.3,17.2,18.02,33,46,71.74,551,6,1.3,1.7,-0.4
2025,Mack Hollins,NE,WR,6.2,2.7,13,19.19,46,65,70.77,550,2,2.3,2.5,-0.3
2025,Brenton Strange,JAX,TE,6.5,3.9,6.6,8.09,46,60,76.67,540,3,5.7,6,-0.2
2025,Darius Slayton,NYG,WR,5.7,2.7,13.4,19.22,37,63,58.73,538,1,5.4,4.6,0.8
2025,Xavier Worthy,KC,WR,6.3,3.5,12.4,21.9,42,73,57.53,532,1,5.1,5.6,-0.5
2025,Ricky Pearsall,SF,WR,6.7,2.3,13.9,18.12,36,53,67.92,528,0,2.2,2.9,-0.7
2025,Theo Johnson,NYG,TE,5.8,3,8.1,13.6,45,74,60.81,528,5,4.8,5.3,-0.5
2025,Jayden Higgins,HOU,WR,5.7,2.7,12,18.02,41,68,60.29,525,6,3.2,3.3,-0.1
2025,AJ Barner,SEA,TE,4.6,4.1,4.8,8.58,52,68,76.47,519,6,5.4,4.6,0.8
2025,Elic Ayomanor,TEN,WR,5.8,2.7,12.2,28.08,41,89,46.07,515,4,3,3.2,-0.1
2025,Zach Ertz,WAS,TE,6,2.7,8.7,16.56,50,72,69.44,504,4,2.9,3.7,-0.8
2025,Sam LaPorta,DET,TE,6.4,3.4,5.7,7.48,40,49,81.63,489,3,7,6.1,1
2025,Pat Freiermuth,PIT,TE,5.4,3.2,5.9,10.44,41,54,75.93,486,4,6.9,4.5,2.4
2025,Ryan Flournoy,DAL,WR,6.3,3,8.8,9.72,40,56,71.43,475,4,5,4.4,0.7
2025,Evan Engram,DEN,TE,6.8,4.6,4.3,7.46,50,76,65.79,461,1,6.3,6.4,-0.1
2025,Adonai Mitchell,NYJ,WR,5.8,2.8,14.8,33.5,33,74,44.59,453,2,2.5,1.7,0.8
2025,DeMario Douglas,NE,WR,6.6,3.9,9.9,10.38,31,46,67.39,447,3,7,6.2,0.8
2025,Jalen Nailor,MIN,WR,5.6,2.4,13,18.07,29,53,54.72,444,4,4.4,3,1.4
2025,Darnell Mooney,ATL,WR,6.6,3,14.2,24.95,32,72,44.44,443,1,2.5,2.7,-0.2
2025,T.J. Hockenson,MIN,TE,6.2,3.8,4.8,8.31,51,66,77.27,438,3,4.8,5,-0.1
2025,Andrei Iosivas,CIN,WR,5.6,2.5,9.9,12.52,33,58,56.9,435,2,3.4,3.5,-0.1
2025,Xavier Hutchinson,HOU,WR,5.5,3,9.1,11.39,35,57,61.4,428,3,4.6,4,0.5
2025,Chimere Dike,TEN,WR,6.8,3.8,8.2,15.65,48,74,64.86,423,4,4.8,5,-0.2
2025,Mark Andrews,BAL,TE,4.6,2.9,7.8,16.23,48,70,68.57,422,5,2.3,2.7,-0.4
2025,Dawson Knox,BUF,TE,5.3,3.6,7,10.02,36,49,73.47,417,4,5.5,5.2,0.3
2025,Colby Parkinson,LAR,TE,5.7,3.5,4.7,4.93,43,56,76.79,408,8,6.7,6.3,0.4
2025,Keon Coleman,BUF,WR,5.7,2.8,12,20.58,38,59,64.41,404,4,2.6,3,-0.4
2025,Garrett Wilson,NYJ,WR,6.5,3.1,9.4,17.07,36,59,61.02,395,4,2.9,2.9,0
2025,Pat Bryant,DEN,WR,6.3,2.4,8.7,9.75,31,49,63.27,378,1,4.8,4,0.8
2025,Calvin Austin,PIT,WR,5.5,2.8,10.2,18.31,31,55,56.36,372,3,4.6,4,0.7
2025,Sterling Shepard,TB,WR,6,3.2,8.7,10.57,39,53,73.58,371,1,3.9,3.6,0.2
2025,Mason Taylor,NYJ,TE,6.1,3.2,5.9,11.82,44,65,67.69,369,1,3.2,3.7,-0.5
2025,Mike Evans,TB,WR,5.4,1.9,13.6,19.32,30,62,48.39,368,3,1.7,2.3,-0.6
2025,Xavier Legette,CAR,WR,6.7,2.6,10.8,20.31,35,64,54.69,363,3,2.4,3,-0.6
2025,Chris Godwin,TB,WR,6.6,2.8,7.8,9.14,33,51,64.71,360,2,6.5,4.3,2.2
2025,Gunnar Helm,TEN,TE,4.9,3.5,5.4,7.62,44,55,80,357,2,3.9,4.7,-0.8
2025,Van Jefferson,TEN,WR,6.1,2.6,12,16.11,29,52,55.77,350,1,3.1,2.5,0.6
2025,Cole Kmet,CHI,TE,5.8,3.6,8.7,9.3,30,48,62.5,347,2,5.5,5.3,0.3
2025,JuJu Smith-Schuster,KC,WR,6,3.5,5.1,5.55,33,45,73.33,345,1,6.1,6.1,0
2025,Dontayvion Wicks,GB,WR,5.9,2.2,11.3,12.94,30,46,65.22,332,2,2.4,2,0.4
2025,Michael Mayer,LV,TE,5.9,3.5,4.4,6.74,35,50,70,328,1,6.1,5.8,0.2
2025,Marvin Mims,DEN,WR,7.8,4.5,9,10.44,37,51,72.55,322,1,6.5,6,0.5
2025,Malik Washington,MIA,WR,6.4,3.7,5.2,10.64,46,65,70.77,317,3,5.8,4.9,0.9
2025,Olamide Zaccheaus,CHI,WR,6.3,3.5,7,10.15,39,65,60,313,2,4,4.6,-0.6
2025,Travis Hunter,JAX,WR,7,3.3,7.6,7.01,28,45,62.22,298,1,5.5,4.7,0.8
2025,David Njoku,CLE,TE,5.7,2.7,5,6.98,33,48,68.75,293,4,5.3,4.5,0.8
2025,Jake Tonges,SF,TE,4.9,3.6,5.3,5.92,34,46,73.91,293,5,4.7,4.9,-0.2
2025,Tyler Lockett,LV,WR,6.3,2.8,7.5,10.67,32,55,58.18,291,1,2.7,3.8,-1
2025,John Metchie,NYJ,WR,7,3.8,5.2,7.68,33,48,68.75,274,2,4.6,5.4,-0.9
2025,Christian Kirk,HOU,WR,5.7,2.5,7.2,8.29,28,52,53.85,239,1,4.2,4.4,-0.2
2025,Jonnu Smith,PIT,TE,5.5,3.8,4,7.06,38,54,70.37,222,2,4.9,4.9,0
2024,Ja'Marr Chase,CIN,WR,5.4,3,8.9,33.19,127,175,72.57,1708,17,6.3,3.9,2.3
2024,Justin Jefferson,MIN,WR,5.8,3.1,11.3,37.91,103,154,66.88,1533,10,5,4.5,0.5
2024,Brian Thomas,JAX,WR,6.2,3,11.4,35.01,87,133,65.41,1282,10,6.8,5.5,1.3
2024,Drake London,ATL,WR,6.7,2.4,10.8,38.23,100,158,63.29,1271,9,3.5,2.8,0.8
2024,Amon-Ra St. Brown,DET,WR,6.5,3.1,8,31.9,115,141,81.56,1263,12,3.7,3.2,0.5
2024,Jerry Jeudy,CLE,WR,6,2.8,11.2,32.89,90,145,62.07,1229,4,4.5,4.5,0
2024,Malik Nabers,NYG,WR,6.1,2.8,9.5,40.91,109,170,64.12,1204,7,4.5,3.7,0.8
2024,Brock Bowers,LV,TE,6.5,3.5,6,22.41,112,153,73.2,1194,5,5.4,4.5,1
2024,CeeDee Lamb,DAL,WR,5.8,2.9,8,26.09,101,152,66.45,1194,6,5.6,3.4,2.2
2024,Ladd McConkey,LAC,WR,5.9,3.1,9.9,26.13,82,112,73.21,1155,7,5.1,4.1,1
2024,Trey McBride,AZ,TE,4.9,3.5,6.4,25.32,111,147,75.51,1146,2,4.9,4.2,0.6
2024,Jaxon Smith-Njigba,SEA,WR,6.2,3.3,8.8,29.64,100,137,72.99,1130,6,4.9,4.3,0.6
2024,George Kittle,SF,TE,5.5,3.6,8.3,17.76,78,94,82.98,1106,8,7.1,5,2.1
2024,Garrett Wilson,NYJ,WR,5.3,3.3,8.9,35,101,154,65.58,1104,7,5,4.7,0.3
2024,Terry McLaurin,WAS,WR,6.5,2.7,13.7,40.24,82,117,70.09,1096,13,3.7,2.8,0.9
2024,Courtland Sutton,DEN,WR,6,2.5,13.2,43.94,81,135,60,1081,8,2.5,2.6,-0.1
2024,A.J. Brown,PHI,WR,5.6,2.1,12,34.85,67,97,69.07,1079,7,5.4,3,2.4
2024,Davante Adams,NYJ,WR,5.5,3.2,8.6,30.98,85,141,60.28,1063,8,5.8,4.8,1
2024,Zay Flowers,BAL,WR,7.3,3.9,10.6,29.74,74,116,63.79,1059,4,6.2,4.6,1.6
2024,Jakobi Meyers,LV,WR,6.4,2.7,9.8,30.86,87,129,67.44,1027,4,3.5,3.4,0.2
2024,Calvin Ridley,TEN,WR,6,2.7,15.3,44.58,64,120,53.33,1017,4,4.1,3.8,0.3
2024,Nico Collins,HOU,WR,5.2,3.1,11.3,24.85,68,99,68.69,1006,7,5.6,5.1,0.6
2024,Mike Evans,TB,WR,6.6,2.5,11.9,34.1,74,110,67.27,1004,11,3.4,2.6,0.8
2024,Jameson Williams,DET,WR,6.5,3.4,11.3,29.03,58,91,63.74,992,7,7.8,6.2,1.6
2024,Darnell Mooney,ATL,WR,6.5,3,12.7,29.99,64,106,60.38,992,5,4.4,4.7,-0.3
2024,DK Metcalf,SEA,WR,5.7,2.6,13.7,36.29,66,108,61.11,992,5,4.3,3.9,0.4
2024,Puka Nacua,LAR,WR,6.5,3.3,7.7,19.98,79,106,74.53,990,3,6.7,5.2,1.5
2024,Jauan Jennings,SF,WR,5.3,2.5,10.4,26.82,77,113,68.14,975,6,3,2.5,0.5
2024,D.J. Moore,CHI,WR,5.8,3.4,7.4,24.96,98,140,70,966,6,6.2,5.5,0.7
2024,Tyreek Hill,MIA,WR,5.9,3.2,11.6,40.59,81,123,65.85,959,6,3.8,4,-0.3
2024,Tee Higgins,CIN,WR,6.2,2.4,10.5,24.56,73,109,66.97,911,10,3.2,2,1.2
2024,George Pickens,PIT,WR,5.8,2.3,13.5,39.4,59,103,57.28,900,3,4.5,3.4,1.1
2024,Marvin Harrison,AZ,WR,4.9,2,13.6,42.67,62,116,53.45,885,8,2.5,2.3,0.2
2024,Jonnu Smith,MIA,TE,6.3,3.5,4.6,14.61,88,111,79.28,884,8,6.1,5.3,0.8
2024,Jordan Addison,MIN,WR,6.3,3,13.4,28.83,63,99,63.64,875,9,3.6,2.9,0.6
2024,Jayden Reed,GB,WR,7,4,8.2,15.19,55,75,73.33,857,6,7.5,6.5,1
2024,DeVonta Smith,PHI,WR,6.5,3,9.6,25.61,68,89,76.4,833,8,4.3,4,0.3
2024,Alec Pierce,IND,WR,5.7,2.4,21.5,28.93,37,69,53.62,824,7,3.6,2.9,0.8
2024,Travis Kelce,KC,TE,6.1,3.5,6.6,24.54,97,133,72.93,823,3,3.8,4.3,-0.5
2024,Khalil Shakir,BUF,WR,6.7,4.3,5.4,13.28,76,100,76,821,4,8.2,6.7,1.4
2024,Michael Pittman,IND,WR,6.6,2.8,10.6,22.97,69,111,62.16,808,3,3.9,3.1,0.8
2024,Josh Downs,IND,WR,6,3.3,6.4,13.43,72,107,67.29,803,5,5.8,5.4,0.4
2024,Jaylen Waddle,MIA,WR,4.8,3.4,9.4,22.22,58,83,69.88,767,2,4.9,4.8,0
2024,Rashod Bateman,BAL,WR,6,3.6,14.7,25.58,45,72,62.5,756,9,4.2,3.9,0.4
2024,Keenan Allen,CHI,WR,6.5,3,9.7,28.34,70,121,57.85,744,7,3.8,3.9,-0.1
2024,Rome Odunze,CHI,WR,5.7,3,13.7,33.21,54,101,53.47,734,3,5,4.5,0.5
2024,Sam LaPorta,DET,TE,6,3.5,7.3,17.17,60,83,72.29,726,7,5.9,4.5,1.4
2024,Quentin Johnston,LAC,WR,6,3.2,11,23.76,55,91,60.44,711,8,5.6,4.4,1.2
